,id,Temperature,Light,CO2,HumidityRatio,value
39,39,22.075,439.0,596.333333333333,0.00451296107108967,1
40,40,22.075,435.0,598.4,0.0045216480427681715,1
41,41,22.1,429.0,601.0,0.00453273722386665,1
42,42,22.1,429.0,599.5,0.00454102366541475,1
43,43,22.075,429.0,606.75,0.00452992157309756,1
44,44,22.0,429.0,606.75,0.00450086627470793,1
45,45,22.033333333333307,429.0,606.0,0.0045169690360590785,1
46,46,22.05,429.0,612.5,0.0045353636750676786,1
47,47,22.0,429.0,610.5,0.00452516082891782,1
48,48,22.0,433.5,620.75,0.00454080916652179,1
49,49,22.0,438.0,626.0,0.00452969053046999,1
50,50,22.0,436.0,623.0,0.00452969053046999,1
51,51,22.0,438.0,626.5,0.00454451546623538,1
52,52,21.963333333333306,441.0,625.0,0.004524426285472421,1
53,53,22.0,438.0,623.0,0.00453339669863987,1
54,54,22.0,438.0,623.5,0.00452969053046999,1
55,55,22.0,423.5,624.0,0.00452969053046999,1
56,56,22.0,423.5,621.5,0.00452969053046999,1
57,57,22.0,423.5,621.0,0.004537102910656871,1
58,58,21.9725,427.25,622.0,0.00453684239738818,1
59,59,21.9725,423.5,623.5,0.00453684239738818,1
60,60,21.89,433.0,622.0,0.0045138917274480895,1
61,61,21.945,433.0,623.25,0.0045291807611277,1
62,62,21.9725,433.0,632.0,0.00453684239738818,1
63,63,21.945,433.0,634.5,0.0045291807611277,1
64,64,22.0,433.0,632.5,0.00454451546623538,1
65,65,22.0,433.0,623.333333333333,0.00454451546623538,1
66,66,22.0,433.0,619.333333333333,0.00454451546623538,1
67,67,22.0,433.0,616.75,0.00454451546623538,1
68,68,22.0,433.0,617.666666666667,0.00454451546623538,1
69,69,22.0,433.0,616.0,0.00454451546623538,1
70,70,22.0,433.0,616.333333333333,0.00454451546623538,1
71,71,22.0,433.0,614.0,0.00454451546623538,1
72,72,21.9725,433.0,615.0,0.00454095355601153,1
73,73,21.945,426.0,607.5,0.0045291807611277,1
74,74,22.0,422.5,610.0,0.00456551865956959,1
75,75,22.0,418.5,614.0,0.004583228328517,1
76,76,22.0,433.0,629.0,0.0045873469996607795,1
77,77,22.0,433.0,635.0,0.00459558450438815,1
78,78,22.0,422.5,645.5,0.004583228328517,1
79,79,22.0,423.666666666667,630.666666666667,0.00456551865956959,1
80,80,22.0,421.8,631.0,0.0045609884399421,1
81,81,21.963333333333306,419.0,625.666666666667,0.00455674949163352,1
82,82,21.9175,419.0,625.75,0.00454242673746094,1
83,83,21.9175,419.0,624.5,0.00453791959716756,1
84,84,21.945,419.0,611.0,0.00454559774627516,1
85,85,21.89,419.0,607.666666666667,0.00453025289350595,1
86,86,21.9175,419.0,607.25,0.00453791959716756,1
87,87,21.89,419.0,601.333333333333,0.00453025289350595,1
88,88,21.89,279.33333333333303,603.666666666667,0.00453025289350595,1
89,89,21.89,0.0,603.0,0.00453925189908682,1
90,90,21.89,0.0,604.5,0.00455643253669716,1
91,91,21.89,0.0,614.0,0.00456461412387824,1
92,92,21.89,0.0,626.333333333333,0.00457497777438213,1
93,93,21.89,0.0,626.5,0.00456461412387824,1
94,94,21.89,0.0,623.0,0.00456461412387824,1
95,95,21.89,0.0,620.0,0.00456461412387824,1
96,96,21.89,0.0,619.0,0.00455643253669716,1
97,97,21.89,0.0,617.5,0.00456461412387824,1
98,98,21.89,0.0,613.5,0.00456461412387824,1
99,99,21.89,0.0,616.0,0.00456461412387824,1
100,100,21.89,0.0,622.5,0.00455643253669716,1
101,101,21.89,0.0,618.666666666667,0.00454825116318119,1
102,102,21.89,0.0,612.0,0.00454825116318119,1
103,103,21.89,0.0,610.0,0.00454825116318119,1
104,104,21.89,0.0,603.5,0.00454825116318119,1
105,105,21.89,0.0,611.0,0.00454825116318119,1
106,106,21.89,0.0,609.5,0.00454825116318119,1
107,107,21.89,0.0,606.5,0.00454825116318119,1
108,108,21.89,0.0,610.0,0.00453925189908682,1
109,109,21.89,0.0,607.0,0.00454825116318119,1
110,110,21.89,0.0,606.0,0.00453925189908682,1
111,111,21.89,0.0,612.5,0.00453925189908682,1
112,112,21.89,0.0,611.666666666667,0.00454825116318119,1
113,113,21.89,0.0,617.0,0.00454825116318119,1
114,114,21.89,0.0,608.5,0.00455643253669716,1
115,115,21.89,0.0,606.0,0.00454825116318119,1
116,116,21.89,0.0,612.5,0.00455370538845169,1
117,117,21.89,0.0,610.5,0.00459734260942091,1
118,118,21.89,0.0,612.666666666667,0.00458043246498535,1
119,119,21.89,0.0,610.0,0.00463662130561013,1
120,120,21.89,0.0,600.0,0.00456461412387824,1
121,121,21.89,0.0,603.666666666667,0.00462407340905389,1
122,122,21.89,0.0,601.666666666667,0.00459679710664399,1
123,123,21.89,0.0,599.0,0.00456461412387824,1
124,124,21.89,0.0,599.0,0.0045883419350567795,1
125,125,21.89,0.0,597.0,0.0045727959247327706,1
126,126,21.89,0.0,599.5,0.00456461412387824,1
127,127,21.89,0.0,597.0,0.00456461412387824,1
128,128,21.84,0.0,597.5,0.00454244138277123,1
129,129,21.84,0.0,597.5,0.00454244138277123,1
130,130,21.823333333333306,0.0,595.666666666667,0.00454050202688189,1
131,131,21.79,0.0,594.5,0.00452848815069892,1
132,132,21.79,0.0,592.0,0.00452848815069892,1
133,133,21.79,0.0,595.0,0.00452848815069892,1
134,134,21.79,0.0,597.0,0.00453661919727976,1
135,135,21.79,0.0,592.0,0.004520357315161,1
136,136,21.79,0.0,589.5,0.00453661919727976,1
137,137,21.745,0.0,591.5,0.0045159625915127,1
138,138,21.79,0.0,594.5,0.00452848815069892,1
139,139,21.79,0.0,594.0,0.00453661919727976,1
140,140,21.745,0.0,591.0,0.00452407098565056,1
141,141,21.7,0.0,594.0,0.00451155341017895,1
142,142,21.7,0.0,591.5,0.00451155341017895,1
143,143,21.7,0.0,587.5,0.00451155341017895,1
144,144,21.7,0.0,584.5,0.00451155341017895,1
145,145,21.7,0.0,582.0,0.00451155341017895,1
146,146,21.7,0.0,582.0,0.00451155341017895,1
147,147,21.7,0.0,592.0,0.00451155341017895,1
148,148,21.7,0.0,592.0,0.00451155341017895,1
149,149,21.7,0.0,585.0,0.00451155341017895,1
150,150,21.6666666666667,0.0,579.0,0.00450230084563674,1
151,151,21.7,0.0,581.0,0.00451155341017895,1
152,152,21.6,0.0,582.0,0.0044838459348974105,1
153,153,21.7,0.0,581.5,0.00451155341017895,1
154,154,21.65,0.0,579.5,0.00449768084557703,1
155,155,21.6,0.0,579.666666666667,0.0044838459348974105,1
156,156,21.6,0.0,582.5,0.0044838459348974105,1
157,157,21.6,0.0,585.0,0.0044838459348974105,1
158,158,21.6,0.0,584.0,0.0044838459348974105,1
159,159,21.6,0.0,579.5,0.00446777457180305,1
160,160,21.6,0.0,583.0,0.00447848872224592,1
161,161,21.6,0.0,584.0,0.00446777457180305,1
162,162,21.5666666666667,0.0,577.666666666667,0.00447998976689538,1
163,163,21.5,0.0,576.0,0.0044616128661834,1
164,164,21.5,0.0,576.5,0.0044562887217824785,1
165,165,21.5,0.0,573.5,0.0044562887217824785,1
166,166,21.5,0.0,574.0,0.0044562887217824785,1
167,167,21.5,0.0,575.333333333333,0.0044616128661834,1
168,168,21.5,0.0,576.0,0.00447226142648379,1
169,169,21.5,0.0,576.0,0.00448663755713656,1
170,170,21.5,0.0,570.5,0.00447944940933615,1
171,171,21.5,0.0,566.0,0.0044616128661834,1
172,172,21.5,0.0,567.0,0.00447226142648379,1
173,173,21.5,0.0,566.0,0.00447944940933615,1
174,174,21.5,0.0,563.0,0.00448663755713656,1
175,175,21.5,0.0,564.0,0.00448663755713656,1
176,176,21.5,0.0,566.333333333333,0.0044562887217824785,1
177,177,21.39,0.0,567.0,0.004434080351505739,1
178,178,21.5,0.0,565.0,0.00447226142648379,1
179,179,21.445,0.0,567.0,0.00443323724000741,1
180,180,21.5,0.0,569.0,0.0044562887217824785,1
181,181,21.445,0.0,568.5,0.00443323724000741,1
182,182,21.5,0.0,565.5,0.0045113979955377715,1
183,183,21.5,0.0,565.666666666667,0.00450420927953948,1
184,184,21.5,0.0,566.0,0.0044562887217824785,1
185,185,21.5,0.0,573.333333333333,0.0044562887217824785,1
186,186,21.463333333333303,0.0,570.333333333333,0.0044881894252806,1
187,187,21.5,0.0,572.5,0.0045113979955377715,1
188,188,21.445,0.0,572.0,0.00451124228127941,1
189,189,21.39,0.0,564.5,0.00448088237320175,1
190,190,21.5,0.0,566.5,0.0045121967519432295,1
191,191,21.39,0.0,569.0,0.0044261484984998295,1
192,192,21.5,0.0,565.0,0.00450261180949863,1
193,193,21.445,0.0,570.5,0.00443323724000741,1
194,194,21.426666666666698,0.0,566.333333333333,0.00444147513369604,1
195,195,21.39,0.0,567.0,0.00439283690920249,1
196,196,21.39,0.0,568.666666666667,0.0044256197154413,1
197,197,21.5,0.0,569.0,0.0044562887217824785,1
198,198,21.39,0.0,563.0,0.00440156103062751,1
199,199,21.39,0.0,566.666666666667,0.004403940378646379,1
200,200,21.39,0.0,561.666666666667,0.0044139867140073705,1
201,201,21.39,0.0,567.0,0.00439283690920249,1
202,202,21.39,0.0,563.0,0.00439283690920249,1
203,203,21.39,0.0,561.0,0.00439283690920249,1
204,204,21.39,0.0,563.5,0.00437697549281461,1
205,205,21.39,0.0,570.5,0.00437697549281461,1
206,206,21.34,0.0,565.5,0.00441883373969639,1
207,207,21.34,0.0,568.0,0.00436348755838157,1
208,208,21.39,0.0,566.0,0.00437697549281461,1
209,209,21.323333333333302,0.0,562.333333333333,0.0043589997371483,1
210,210,21.39,0.0,563.0,0.00437697549281461,1
211,211,21.29,0.0,562.0,0.00435003631085442,1
212,212,21.29,0.0,559.0,0.00433585018754098,1
213,213,21.356666666666698,0.0,558.333333333333,0.00436797945593634,1
214,214,21.29,0.0,565.5,0.00434294316887186,1
215,215,21.29,0.0,567.0,0.00435003631085442,1
216,216,21.29,0.0,570.0,0.00433585018754098,1
217,217,21.29,0.0,568.0,0.00433585018754098,1
218,218,21.29,0.0,567.5,0.00433585018754098,1
219,219,21.29,0.0,566.0,0.00435003631085442,1
220,220,21.29,0.0,567.5,0.0043665876002675795,1
221,221,21.29,0.0,564.0,0.00435003631085442,1
222,222,21.29,0.0,559.0,0.00434294316887186,1
223,223,21.29,0.0,558.0,0.00434294316887186,1
224,224,21.29,0.0,560.0,0.00443516654746327,1
225,225,21.29,0.0,558.0,0.00436579942379362,1
226,226,21.29,0.0,563.0,0.0043579177681492,1
227,227,21.29,0.0,565.0,0.00436579942379362,0
228,228,21.245,0.0,559.5,0.00437883266450429,0
229,229,21.23,0.0,557.666666666667,0.00435017100380359,0
230,230,21.29,0.0,558.0,0.00437446947410525,0
231,231,21.29,0.0,556.5,0.00440599895318441,0
232,232,21.2,0.0,559.0,0.004318862700192779,0
233,233,21.26,0.0,557.666666666667,0.00436401057644065,0
234,234,21.245,0.0,556.0,0.00433874741799393,0
235,235,21.23,0.0,558.0,0.00431980984000691,0
236,236,21.2,0.0,561.0,0.0043013601556701605,0
237,237,21.2,0.0,562.0,0.00429221742436988,0
238,238,21.2,0.0,558.5,0.0042804628763440395,0
239,239,21.2,0.0,553.5,0.00429613570509869,0
240,240,21.2,0.0,558.5,0.00431102561901404,0
241,241,21.2,0.0,559.5,0.00429613570509869,0
242,242,21.2,0.0,562.0,0.0042804628763440395,0
243,243,21.2,0.0,564.5,0.0042804628763440395,0
244,244,21.2,0.0,566.0,0.0043415913447783,0
245,245,21.2,0.0,559.0,0.00435805104825176,0
246,246,21.2,0.0,559.0,0.0043995960517114,0
247,247,21.2,0.0,561.0,0.0043729439063674895,0
248,248,21.2,0.0,562.0,0.00428829919266845,0
249,249,21.2,0.0,564.0,0.00432748371602507,0
250,250,21.2,0.0,564.0,0.0042804628763440395,0
251,251,21.23,0.0,567.0,0.00428840483676946,0
252,252,21.2,0.0,563.0,0.00426322367068653,0
253,253,21.2,0.0,552.5,0.004264007250354461,0
254,254,21.23,0.0,559.0,0.00436639972949679,0
255,255,21.2,0.0,562.5,0.0042945683869238215,0
256,256,21.2,0.0,558.0,0.004311809318306071,0
257,257,21.2,0.0,559.0,0.00447564552181432,0
258,258,21.2,0.0,561.0,0.00443722647133208,0
259,259,21.2,0.0,559.5,0.00446858860823996,0
260,260,21.2,0.0,567.0,0.0042903889101414214,0
261,261,21.2,0.0,564.0,0.00426322367068653,0
262,262,21.245,0.0,562.0,0.00438669311842625,0
263,263,21.2,0.0,563.0,0.00439724430059451,0
264,264,21.2,0.0,563.0,0.0042851646426064,0
265,265,21.2,0.0,566.0,0.004303188733962461,0
266,266,21.2,0.0,566.5,0.00435805104825176,0
267,267,21.2,0.0,564.0,0.0042804628763440395,0
268,268,21.2,0.0,561.333333333333,0.004279418048983939,0
269,269,21.2,0.0,559.0,0.004247552489090921,0
270,270,21.2,0.0,554.5,0.004264007250354461,0
271,271,21.2,0.0,553.0,0.004247552489090921,0
272,272,21.2,0.0,554.5,0.00423344909620756,0
273,273,21.23,0.0,563.0,0.0042664232083464895,0
274,274,21.29,0.0,562.0,0.00438313976443897,0
275,275,21.2,0.0,561.666666666667,0.00435726723323166,0
276,276,21.2,0.0,562.0,0.00428411979955829,0
277,277,21.2,0.0,565.0,0.00428751555221137,0
278,278,21.2,0.0,567.333333333333,0.00429509082544384,0
279,279,21.2,0.0,566.0,0.004247552489090921,0
280,280,21.2,0.0,567.0,0.0042256141524178,0
281,281,21.2,0.0,561.5,0.0042553879818512715,0
282,282,21.2,0.0,571.0,0.0042483360295438,0
283,283,21.2,0.0,574.0,0.00429613570509869,0
284,284,21.2,0.0,564.5,0.004264007250354461,0
285,285,21.2,0.0,570.5,0.0042405007132445705,0
286,286,21.2,0.0,560.0,0.00421777940467497,0
287,287,21.2,0.0,564.0,0.00423266559300627,0
288,288,21.2,0.0,569.0,0.00420211049730072,0
289,289,21.2,0.0,569.5,0.00420994485297173,0
290,290,21.245,0.0,568.5,0.00429159487245356,0
291,291,21.2,0.0,568.666666666667,0.0042585222338559795,0
292,292,21.2,0.0,566.0,0.00424911957195736,0
293,293,21.2,0.0,565.0,0.00420994485297173,0
294,294,21.2,0.0,563.0,0.00420211049730072,0
295,295,21.2,0.0,557.5,0.004224830668821521,0
296,296,21.15,0.0,560.0,0.004320380360263929,0
297,297,21.2,0.0,565.0,0.00421777940467497,0
298,298,21.2,0.0,566.0,0.00419636542772708,0
299,299,21.1333333333333,0.0,570.666666666667,0.00417391012609193,0
300,300,21.2,0.0,571.0,0.00423266559300627,0
301,301,21.2,0.0,572.0,0.004318862700192779,0
302,302,21.2,0.0,567.0,0.004247552489090921,0
303,303,21.1666666666667,0.0,569.0,0.0042143124185732,0
304,304,21.2,0.0,569.0,0.00420211049730072,0
305,305,21.2,0.0,570.0,0.00416920834398832,0
306,306,21.2,0.0,574.333333333333,0.00423762781305939,0
307,307,21.2,0.0,571.0,0.00418565898844375,0
308,308,21.15,0.0,565.5,0.00420320429335989,0
309,309,21.15,0.0,561.5,0.0041727456972811714,0
310,310,21.15,0.0,564.5,0.00418055531123749,0
311,311,21.2,0.0,566.5,0.00417704187640432,0
312,312,21.2,0.0,570.333333333333,0.0042428512875476105,0
313,313,21.1333333333333,0.0,564.666666666667,0.00420511791241738,0
314,314,21.15,0.0,563.0,0.00420320429335989,0
315,315,21.1333333333333,0.0,566.0,0.00420043654616163,0
316,316,21.1333333333333,0.0,562.666666666667,0.0042103195125719394,0
317,317,21.1,0.0,563.0,0.004198796253156121,0
318,318,21.15,0.0,564.5,0.00432897499769287,0
319,319,21.1,0.0,564.5,0.00419957487636183,0
320,320,21.1,0.0,563.0,0.0042533045541193895,0
321,321,21.15,0.0,561.0,0.00425163175141405,0
322,322,21.1,0.0,564.0,0.00429925463532297,0
323,323,21.1,0.0,562.333333333333,0.00422293447294578,0
324,324,21.1,0.0,567.0,0.004175438457329261,0
325,325,21.1,0.0,570.0,0.00429925463532297,0
326,326,21.1,0.0,572.5,0.004277446976459371,0
327,327,21.1,0.0,569.0,0.00417621702244928,0
328,328,21.1,0.0,565.5,0.0042073612149167,0
329,329,21.1,0.0,559.5,0.004136512669676871,0
330,330,21.1,0.0,563.5,0.004245517072999579,0
331,331,21.1,0.0,561.0,0.0042852352517131105,0
332,332,21.1,0.0,567.0,0.004190231525687161,0
333,333,21.05,0.0,567.5,0.0041710847062305,0
334,334,21.1,0.0,562.0,0.0041647982613906,0
335,335,21.1,0.0,558.0,0.00415908903703165,0
336,336,21.1,0.0,563.666666666667,0.00416998855569889,0
337,337,21.1,0.0,573.0,0.0043163902898966395,0
338,338,21.0666666666667,0.0,572.0,0.004213719753760129,0
339,339,21.1,0.0,567.0,0.00417621702244928,0
340,340,21.1,0.0,567.0,0.0042852352517131105,0
341,341,21.1,0.0,567.5,0.00423072139243445,0
342,342,21.05,0.0,568.0,0.0041710847062305,0
343,343,21.1,0.0,565.5,0.00428445641547093,0
344,344,21.033333333333303,0.0,562.333333333333,0.00422003245018561,0
345,345,21.0,0.0,565.0,0.004443072242658421,0
346,346,21.05,0.0,563.0,0.00422386841343422,0
347,347,21.05,0.0,563.5,0.00416254700147465,0
348,348,21.05,0.0,564.0,0.00410822160745695,0
349,349,21.1,0.0,563.5,0.004245517072999579,0
350,350,21.1,0.0,569.0,0.00420658257234765,0
351,351,21.0,0.0,568.0,0.00416439190999257,0
352,352,21.05,0.0,567.0,0.00427899031090637,0
353,353,21.0,0.0,569.0,0.00417290346997903,0
354,354,21.0,0.0,566.5,0.00423481268618378,0
355,355,21.0,0.0,563.0,0.004056083174814111,0
356,356,21.0,0.0,563.0,0.004040613556953661,0
357,357,21.0,0.0,562.0,0.00413395852781716,0
358,358,21.0,0.0,563.666666666667,0.00417006625760609,0
359,359,21.0,0.0,564.333333333333,0.0041143589326253,0
360,360,21.0,0.0,562.0,0.0042108214121992,0
361,361,21.0,0.0,559.75,0.0041609099748729705,0
362,362,21.1,0.0,564.0,0.00417621702244928,0
363,363,21.0,0.0,559.666666666667,0.004087540422265,0
364,364,21.0,0.0,559.0,0.0042108214121992,0
365,365,21.0,0.0,559.5,0.00408083615364728,0
366,366,21.0,0.0,561.5,0.00407232709639943,0
367,367,21.0,0.0,559.0,0.00406459179051679,0
368,368,21.0,0.0,560.0,0.00411796929217306,0
369,369,21.0,0.0,563.5,0.004096307759416711,0
370,370,21.0,0.0,562.0,0.0041032702314872,0
371,371,21.0,0.0,560.0,0.00414272716504623,0
372,372,21.0,0.0,565.0,0.004141953451882121,0
373,373,21.0,0.0,562.333333333333,0.00416955040357335,0
374,374,21.0,0.0,566.0,0.00408083615364728,0
375,375,21.0,0.0,567.0,0.00415046440185575,0
376,376,21.0,0.0,568.5,0.00404834827032055,0
377,377,21.0,0.0,561.25,0.00403326575627974,0
378,378,21.0,0.0,565.0,0.00407310063750076,0
379,379,21.0,0.0,565.0,0.00413344273327552,0
380,380,21.0,0.0,572.0,0.00417290346997903,0
381,381,21.0,0.0,564.333333333333,0.00418038351675268,0
382,382,21.0,0.0,568.0,0.0041110064931838795,0
383,383,21.0,0.0,565.5,0.0041032702314872,0
384,384,21.0,0.0,565.0,0.004056083174814111,0
385,385,21.0,0.0,567.0,0.0040266915545098605,0
386,386,21.0,0.0,563.0,0.004040613556953661,0
387,387,21.0,0.0,559.0,0.00405685667577571,0
388,388,21.0,0.0,564.0,0.0041110064931838795,0
389,389,21.0,0.0,563.0,0.00412725326505949,0
390,390,21.0,0.0,561.0,0.0040336524783309,0
391,391,21.0,0.0,566.5,0.00423558662885426,0
392,392,21.0,0.0,573.0,0.00415046440185575,0
393,393,21.0,0.0,569.5,0.004040613556953661,0
394,394,21.0,0.0,567.0,0.004096307759416711,0
395,395,21.0,0.0,567.0,0.00401122338910984,0
396,396,21.0,0.0,564.666666666667,0.00414994858011945,0
397,397,21.0,0.0,563.0,0.00401122338910984,0
398,398,21.0,0.0,562.0,0.00404138701968985,0
399,399,21.0,0.0,560.0,0.00410352810379698,0
400,400,21.0,0.0,558.0,0.00411178012986855,0
401,401,21.0,0.0,563.0,0.0041032702314872,0
402,402,21.0,0.0,565.0,0.0041032702314872,0
403,403,20.9725,0.0,569.0,0.00403490239281645,0
404,404,21.0,0.0,567.0,0.00404680131235726,0
405,405,20.963333333333303,0.0,569.333333333333,0.00403300008101889,0
406,406,21.0,0.0,571.0,0.004040613556953661,0
407,407,21.0,0.0,567.0,0.00409553416096751,0
408,408,21.0,0.0,566.0,0.00405659884190947,0
409,409,21.0,0.0,569.0,0.00399575598808051,0
410,410,21.0,0.0,567.5,0.00399498263809276,0
411,411,21.0,0.0,565.5,0.003971009736183221,0
412,412,21.0,0.0,568.0,0.00400348959305238,0
413,413,21.0,0.0,564.0,0.003956317574799671,0
414,414,21.0,0.0,568.0,0.00399575598808051,0
415,415,21.0,0.0,568.0,0.00407310063750076,0
416,416,21.0,0.0,570.0,0.00404216048433724,0
417,417,21.0,0.0,569.5,0.0040336524783309,0
418,418,21.0,0.0,567.333333333333,0.0039797738099705705,0
419,419,21.0,0.0,570.0,0.00394935837065017,0
420,420,21.0,0.0,568.0,0.003956317574799671,0
421,421,21.0,0.0,566.0,0.00397874272972879,0
422,422,21.0,0.0,567.0,0.00397951603959169,0
423,423,21.0,0.0,567.5,0.00401741056354219,0
424,424,21.0,0.0,567.0,0.00400555191998348,0
425,425,21.0,0.0,566.0,0.00406459179051679,0
426,426,21.0,0.0,567.666666666667,0.00405144220918237,0
427,427,21.0,0.0,572.0,0.0040009117034970395,0
428,428,21.0,0.0,574.0,0.0040266915545098605,0
429,429,21.0,0.0,562.0,0.004141953451882121,0
430,430,21.0,0.0,564.5,0.0040498952359289,0
431,431,21.0,0.0,568.5,0.00407232709639943,0
432,432,21.0,0.0,571.0,0.004056083174814111,0
433,433,21.0,0.0,564.25,0.00397564950938341,0
434,434,21.0,0.0,569.0,0.00396405020534517,0
435,435,21.0,0.0,574.0,0.0040359728206713795,0
436,436,21.0,0.0,571.5,0.00399498263809276,0
437,437,21.0,0.0,570.0,0.00400271622395646,0
438,438,21.0,0.0,570.5,0.00403365247833091,0
439,439,21.0,0.0,570.0,0.00408857186095024,0
440,440,21.0,0.0,570.0,0.004056083174814111,0
441,441,21.0,0.0,565.666666666667,0.00402514470357156,0
442,442,21.0,0.0,566.0,0.00409837069796074,0
443,443,21.0,0.0,565.333333333333,0.00396379244791568,0
444,444,21.0,0.0,568.5,0.003940079672488679,0
445,445,21.0,0.0,566.0,0.0040031029082655606,0
446,446,21.0,0.0,572.0,0.004040613556953661,0
447,447,21.0,0.0,571.0,0.00397874272972879,0
448,448,21.0,0.0,571.0,0.003956317574799671,0
449,449,21.0,0.0,570.0,0.00394162610307918,0
450,450,21.0,0.0,568.0,0.00404138701968985,0
451,451,21.0,0.0,574.0,0.0040050363369768,0
452,452,21.0,0.0,578.5,0.00398802257418715,0
453,453,21.0,0.0,579.0,0.00397255631960764,0
454,454,21.0,0.0,573.5,0.00396482347890733,0
455,455,21.0,0.0,573.0,0.00393234763415156,0
456,456,21.0,0.0,566.5,0.00405685667577571,0
457,457,21.0,0.0,565.0,0.00399498263809276,0
458,458,21.0,0.0,563.666666666667,0.0039952404212097,0
459,459,21.0,0.0,567.0,0.00401122338910984,0
460,460,21.0,0.0,567.5,0.00392616214101694,0
461,461,21.0,0.0,569.0,0.00389523650901331,0
462,462,21.0,0.0,566.0,0.00387204429039337,0
463,463,21.0,0.0,567.0,0.00387152892727897,0
464,464,21.05,0.0,568.5,0.00394452636448711,0
465,465,21.0,0.0,571.0,0.00390219450977186,0
466,466,21.0,0.0,566.5,0.00398724924330686,0
467,467,21.0,0.0,561.666666666667,0.00396997868481263,0
468,468,21.0,0.0,566.25,0.0039412394947152,0
469,469,21.0,0.0,568.5,0.00394935837065017,0
470,470,21.0,0.0,568.0,0.003956317574799671,0
471,471,21.0,0.0,565.0,0.00396405020534517,0
472,472,21.0,0.0,564.0,0.00393389402653712,0
473,473,21.0,0.0,568.0,0.0038867324959485695,0
474,474,21.0,0.0,569.0,0.0038972981227397203,0
475,475,21.0,0.0,573.0,0.00392538896297085,0
476,476,21.0,0.0,573.666666666667,0.00408857186095024,0
477,477,21.0,0.0,571.75,0.00395979723490323,0
478,478,21.0,0.0,571.5,0.003940079672488679,0
479,479,21.0,0.0,568.5,0.00384885379046066,0
480,480,21.0,0.0,562.0,0.00387204429039337,0
481,481,21.0,0.0,562.0,0.00385658376615144,0
482,482,21.05,0.0,565.5,0.0038522430952657,0
483,483,21.0,0.0,569.5,0.0038867324959485695,0
484,484,21.0,0.0,567.5,0.00388750557849629,0
485,485,21.0,0.0,569.0,0.00387204429039337,0
486,486,21.0,0.0,574.0,0.00392538896297085,0
487,487,21.0,0.0,574.0,0.00397874272972879,0
488,488,21.0,0.0,574.0,0.0038867324959485695,0
489,489,21.0,0.0,578.666666666667,0.00385658376615144,0
490,490,21.0,0.0,581.666666666667,0.0039431725413108295,0
491,491,21.0,0.0,582.0,0.00396868987537577,0
492,492,21.0,0.0,577.5,0.00397874272972879,0
493,493,21.0,0.0,575.0,0.0040266915545098605,0
494,494,21.0,0.0,572.0,0.00385658376615144,0
495,495,21.0,0.0,574.5,0.0039246157868349,0
496,496,21.0,0.0,573.0,0.00392616214101694,0
497,497,21.0,0.0,569.333333333333,0.00391791500700265,0
498,498,21.0,0.0,573.0,0.00400967661461116,0
499,499,21.0,0.0,573.666666666667,0.00395863734390355,0
500,500,21.0,0.0,573.0,0.0038411240057139,0
501,501,21.0,0.0,576.5,0.0038163899775856703,0
502,502,21.0,0.0,574.0,0.0038859594153106396,0
