id,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
30,02.02.2015,23.6,27.525,520.5,979.25,0.00496298243218165,1
31,02.02.2015,23.6,27.6,505.28571428571405,978.428571428571,0.0049766137433226295,1
32,02.02.2015,23.6,27.6,488.333333333333,983.0,0.0049766137433226295,1
33,02.02.2015,23.6,27.54,512.0,992.6,0.00496570864699156,1
34,02.02.2015,23.6,27.6,511.0,997.2,0.0049766137433226295,1
35,02.02.2015,23.6166666666667,27.6333333333333,501.5,999.5,0.00498771842139186,1
36,02.02.2015,23.6666666666667,27.7,503.666666666667,1001.0,0.00501505086095386,1
37,02.02.2015,23.6,27.7,483.166666666667,1009.5,0.00499478974690881,1
38,02.02.2015,23.6,27.7225,483.5,1019.0,0.0049988794929492295,1
39,02.02.2015,23.6,27.79,473.0,1021.0,0.00501114905119468,1
40,02.02.2015,23.6,27.856666666666694,470.333333333333,1024.66666666667,0.00502326760476436,1
41,02.02.2015,23.6,27.804285714285694,480.142857142857,1030.42857142857,0.00501374584466786,1
42,02.02.2015,23.575,27.79,464.0,1026.25,0.0050035447484533604,1
43,02.02.2015,23.54,27.81,474.4,1028.0,0.00499653801060323,1
44,02.02.2015,23.6,27.978,470.0,1034.8,0.00504532457442066,1
45,02.02.2015,23.525,28.0,454.0,1055.5,0.00502636675819462,1
46,02.02.2015,23.5,27.978,454.0,1055.25,0.0050147597241768,1
47,02.02.2015,23.5,28.0,454.0,1050.0,0.00501873480786954,1
48,02.02.2015,23.5,28.0,454.0,1051.25,0.00501873480786954,1
49,02.02.2015,23.5,28.0,445.0,1053.6,0.00501873480786954,1
50,02.02.2015,23.5,28.0,439.0,1055.5,0.00501873480786954,1
51,02.02.2015,23.5,28.025,444.25,1055.0,0.00502325200960961,1
52,02.02.2015,23.445,28.125,454.75,1059.5,0.00502449114747957,1
53,02.02.2015,23.39,28.18,455.8,1060.0,0.0050175822743852285,1
54,02.02.2015,23.39,28.2,451.6,1073.6,0.0050211721163507285,1
55,02.02.2015,23.39,28.2,451.6,1078.6,0.0050211721163507285,1
56,02.02.2015,23.39,28.2,454.75,1081.0,0.0050211721163507285,1
57,02.02.2015,23.39,28.2225,454.75,1082.0,0.00502521073769626,1
58,02.02.2015,23.39,28.373333333333306,457.5,1088.83333333333,0.00505228580200481,1
59,02.02.2015,23.37,28.39,464.0,1090.6,0.005049129542326371,1
60,02.02.2015,23.39,28.323333333333306,464.0,1086.0,0.0050433103834894785,1
61,02.02.2015,23.373333333333306,28.445,464.0,1092.5,0.00506001703431877,1
62,02.02.2015,23.39,28.5,471.5,1103.75,0.0050750246789281715,1
63,02.02.2015,23.323333333333306,28.5,475.666666666667,1104.5,0.0050544759894773,1
64,02.02.2015,23.365,28.5,471.5,1103.5,0.00506731029811295,1
65,02.02.2015,23.29,28.5,467.75,1112.0,0.00504422920396206,1
66,02.02.2015,23.306666666666693,28.533333333333307,466.5,1105.66666666667,0.005055303974300989,1
67,02.02.2015,23.29,28.7,464.0,1104.0,0.0050799164023321705,1
68,02.02.2015,23.29,28.7,467.0,1117.2,0.0050799164023321705,1
69,02.02.2015,23.29,28.675,467.75,1121.25,0.00507545528038826,1
70,02.02.2015,23.29,28.6166666666667,466.5,1115.66666666667,0.00506504624269139,1
71,02.02.2015,23.29,28.66,459.0,1120.0,0.00507277863768927,1
72,02.02.2015,23.29,28.55,464.0,1123.75,0.0050531506227436,1
73,02.02.2015,23.29,28.6,470.0,1116.0,0.0050620722953919105,1
74,02.02.2015,23.272,28.6,464.0,1126.8,0.00505652695304372,1
75,02.02.2015,23.2,28.4175,464.0,1112.75,0.00500201570843155,1
76,02.02.2015,23.23,28.5,449.0,1104.5,0.0050258311747689,1
77,02.02.2015,23.29,28.5,464.0,1108.0,0.00504422920396206,1
78,02.02.2015,23.215,28.6333333333333,462.333333333333,1127.83333333333,0.00504492264821108,1
79,02.02.2015,23.2,28.6,469.0,1128.75,0.0050343991523748785,1
80,02.02.2015,23.2,28.65,469.0,1124.25,0.00504327191257943,1
81,02.02.2015,23.2,28.62,469.0,1130.4,0.0050379482263243,1
82,02.02.2015,23.2,28.7,464.0,1138.0,0.00505214492389298,1
83,02.02.2015,23.2,28.7,456.5,1144.0,0.00505214492389298,1
84,02.02.2015,23.2,28.718000000000004,457.0,1140.0,0.0050553392694394,1
85,02.02.2015,23.2,28.79,450.25,1139.25,0.00506811697708606,1
86,02.02.2015,23.2,28.79,446.0,1167.33333333333,0.00506811697708606,1
87,02.02.2015,23.14,28.79,451.6,1159.6,0.00504961840975861,1
88,02.02.2015,23.15,28.89,454.75,1157.75,0.00507039060666789,1
89,02.02.2015,23.15,28.89,448.0,1159.5,0.00507039060666789,1
90,02.02.2015,23.18,28.83,444.0,1156.4,0.00506903438932986,1
91,02.02.2015,23.1166666666667,28.945,444.0,1160.0,0.0050698094671644605,1
92,02.02.2015,23.14,28.956,444.0,1169.8,0.00507897170322202,1
93,02.02.2015,23.1,29.0,444.0,1176.16666666667,0.00507436212642666,1
94,02.02.2015,23.1,29.075,444.0,1175.25,0.00508759281801227,1
95,02.02.2015,23.1,28.918000000000006,444.0,1166.6,0.00505989720917094,1
96,02.02.2015,23.1,27.925,444.0,1140.25,0.0048847835460129,1
97,02.02.2015,23.06,27.772,444.0,1089.2,0.00484597890696344,1
98,02.02.2015,23.02,27.556,435.0,1042.6,0.00479628399598345,1
99,02.02.2015,23.01,27.818833333333306,432.0,1051.1,0.00483943509812856,1
100,02.02.2015,23.0,28.0816666666667,429.0,1059.6,0.004882537915140921,1
101,02.02.2015,23.0,27.956,429.0,1064.6,0.0048605176079969895,1
102,02.02.2015,22.981666666666694,27.908333333333307,429.0,1061.66666666667,0.00484674149485762,1
103,02.02.2015,23.0,27.926666666666694,429.0,1058.33333333333,0.00485537781204804,1
104,02.02.2015,23.0,28.018,429.0,1061.6,0.00487138154496758,1
105,02.02.2015,22.981666666666694,28.0666666666667,429.0,1070.33333333333,0.004874454172996911,1
106,02.02.2015,22.945,28.1,429.0,1074.0,0.00486938124670424,1
107,02.02.2015,23.0,28.1,429.0,1086.25,0.0048857505561061,1
108,02.02.2015,22.956,28.2,429.0,1089.6,0.00489012795696835,1
109,02.02.2015,22.9725,28.1,429.0,1085.0,0.00487755984259212,1
110,02.02.2015,22.945,28.1333333333333,429.0,1085.0,0.0048752027736280795,1
111,02.02.2015,23.0,28.2,429.0,1088.0,0.004903274631941471,1
112,02.02.2015,22.945,28.2,429.0,1091.75,0.00488684615185727,1
113,02.02.2015,23.0,28.1333333333333,429.0,1091.33333333333,0.00489159180585966,1
114,02.02.2015,22.912,28.1,429.0,1088.2,0.00485958290505565,1
115,02.02.2015,22.89,28.1,429.0,1087.5,0.00485306034574781,1
116,02.02.2015,22.89,27.956,432.0,1079.2,0.00482799752977294,1
117,02.02.2015,22.865,27.84,432.75,1077.25,0.0048004764264941895,1
118,02.02.2015,22.873333333333306,27.6833333333333,439.0,1064.16666666667,0.0047756842425233795,1
119,02.02.2015,22.873333333333306,27.6,429.0,1056.4,0.004761198268773421,1
120,02.02.2015,22.89,27.6,432.75,1043.6,0.004766045280111471,1
121,02.02.2015,22.815,27.445,432.75,1039.5,0.0047174223493656,1
122,02.02.2015,22.84,27.373333333333306,436.5,1028.66666666667,0.00471219953995305,1
123,02.02.2015,22.79,27.365,438.0,1020.4,0.00469639044961084,1
124,02.02.2015,22.79,27.2,444.0,1018.0,0.0046678605840467895,1
125,02.02.2015,22.79,27.1714285714286,435.428571428571,1015.14285714286,0.00466292061142762,1
126,02.02.2015,22.79,27.0666666666667,434.0,1006.33333333333,0.00464480804480218,1
127,02.02.2015,22.79,27.02,432.0,1002.6,0.00463674005674535,1
128,02.02.2015,22.772,26.934,438.0,993.2,0.00461679349309269,1
129,02.02.2015,22.76,26.823333333333306,439.0,983.333333333333,0.00459431462064815,1
130,02.02.2015,22.7,26.754,432.0,976.2,0.00456558276701595,1
131,02.02.2015,22.7225,26.7,432.75,980.75,0.00456256926364279,1
132,02.02.2015,22.7,26.6833333333333,434.0,971.333333333333,0.0045534351851525285,1
133,02.02.2015,22.7,26.533333333333307,444.0,966.666666666667,0.00452765178461813,1
134,02.02.2015,22.7,26.463333333333306,444.0,963.0,0.00451562025722854,1
135,02.02.2015,22.7,26.445,441.5,952.333333333333,0.0045124692192727795,1
136,02.02.2015,22.7,26.34,444.0,948.0,0.004494422976116221,1
137,02.02.2015,22.7,26.26,444.0,945.0,0.00448067415529907,1
138,02.02.2015,22.7,26.2,441.0,941.6,0.004470362935695939,1
139,02.02.2015,22.7,26.16,438.0,929.8,0.00446348897786061,1
140,02.02.2015,22.7,26.02,441.0,923.8,0.00443943131332927,1
141,02.02.2015,22.7,26.1,440.25,919.0,0.004453178323945321,1
142,02.02.2015,22.7,26.0,439.0,918.25,0.0044359946549457,1
143,02.02.2015,22.7,25.934,438.0,919.4,0.00442465394980727,1
144,02.02.2015,22.7,25.926666666666694,439.0,927.333333333333,0.00442339389680503,1
145,02.02.2015,22.7,25.815,432.75,920.25,0.0044042073523612715,1
146,02.02.2015,22.68,25.772,432.0,902.4,0.00439144943150097,1
147,02.02.2015,22.64,25.696,429.0,904.4,0.00436771760822153,1
148,02.02.2015,22.6,25.575,429.0,897.0,0.004336390100729621,1
149,02.02.2015,22.6666666666667,25.6,429.0,892.0,0.00435838319402606,1
150,02.02.2015,22.6,25.525,433.5,882.5,0.0043278533215606214,1
151,02.02.2015,22.62,25.476,436.2,887.2,0.0043247721230379715,1
152,02.02.2015,22.625,25.55,442.5,889.25,0.00433874780423475,1
153,02.02.2015,22.6,25.39,443.4,889.2,0.00430480518013568,1
154,02.02.2015,22.65,25.42,438.0,880.75,0.0043231196096785,1
155,02.02.2015,22.6,25.2675,442.5,868.75,0.0042838925937963,1
156,02.02.2015,22.6,25.218000000000004,439.8,861.0,0.00427544259793873,1
157,02.02.2015,22.6,25.2,439.8,860.6,0.0042723699287058,1
158,02.02.2015,22.6,25.2,435.5,864.0,0.0042723699287058,1
159,02.02.2015,22.6,25.15,430.75,859.0,0.00426383489458762,1
160,02.02.2015,22.6,25.14,440.6,854.4,0.00426212791568025,1
161,02.02.2015,22.6,25.15,428.2,847.4,0.00426383489458762,1
162,02.02.2015,22.6,25.04,432.2,837.2,0.00424505863838244,1
163,02.02.2015,22.6,25.05,431.75,834.75,0.00424676552424079,1
164,02.02.2015,22.6,25.06,429.2,832.4,0.0042484724194037,1
165,02.02.2015,22.6,25.0,433.0,832.0,0.004238231187993121,1
166,02.02.2015,22.6,25.0,433.0,836.25,0.004238231187993121,1
167,02.02.2015,22.6,25.0,428.2,832.6,0.004238231187993121,1
168,02.02.2015,22.6,25.025,428.25,821.5,0.0042424983270408,1
169,02.02.2015,22.6,25.1,425.4,832.4,0.00425530009310245,1
170,02.02.2015,22.6,25.08,429.2,832.4,0.0042518862376435,1
171,02.02.2015,22.56,25.02,433.0,830.75,0.0042312841785683,1
172,02.02.2015,22.58,25.08,433.0,821.5,0.00424669048857924,1
173,02.02.2015,22.575,25.075,433.0,818.25,0.00424454028030122,1
174,02.02.2015,22.56,24.912,433.0,819.8,0.00421289593420237,1
175,02.02.2015,22.55,25.2,433.0,822.5,0.00425932809708705,1
176,02.02.2015,22.6,24.9175,433.0,818.0,0.00422415004171152,1
177,02.02.2015,22.58,25.06,433.0,812.8,0.00424328087024612,1
178,02.02.2015,22.5666666666667,24.908333333333307,433.0,816.5,0.00421398909213464,1
179,02.02.2015,22.525,24.945,433.0,822.25,0.00420949461543371,1
180,02.02.2015,22.54,24.89,433.0,825.0,0.0042040055610701,1
181,02.02.2015,22.5,24.865,433.0,816.5,0.00418949204255268,1
182,02.02.2015,22.5,24.9175,433.0,811.5,0.00419839744963948,1
183,02.02.2015,22.5,24.911666666666694,433.0,811.0,0.00419740794745465,1
184,02.02.2015,22.56,24.81,433.0,812.2,0.00419553025049749,1
185,02.02.2015,22.525,24.89,426.0,814.25,0.0042001506349515294,1
186,02.02.2015,22.52,24.976,430.2,824.0,0.0042134725650431895,1
187,02.02.2015,22.575,25.075,433.0,834.5,0.00424454028030123,1
188,02.02.2015,22.6,25.0,433.0,837.0,0.004238231187993121,1
189,02.02.2015,22.6,25.0214285714286,433.0,841.166666666667,0.0042418887321879605,1
190,02.02.2015,22.6,25.042857142857102,433.0,845.333333333333,0.00424554631910682,1
191,02.02.2015,22.6,25.1,433.0,854.75,0.00425530009310245,1
192,02.02.2015,22.6,25.1,428.333333333333,850.333333333333,0.00425530009310245,1
193,02.02.2015,22.6,25.08,424.6,845.4,0.0042518862376435,1
194,02.02.2015,22.6,25.1666666666667,433.0,854.333333333333,0.00426667988011176,1
195,02.02.2015,22.6,25.0666666666667,428.333333333333,849.333333333333,0.00424961035468154,0
196,02.02.2015,22.6,25.2,422.5,853.0,0.0042723699287058,0
197,02.02.2015,22.6,25.2,423.666666666667,853.0,0.0042723699287058,0
198,02.02.2015,22.54,25.16,424.6,852.0,0.0042499210749079,0
199,02.02.2015,22.54,25.16,427.4,853.6,0.0042499210749079,0
200,02.02.2015,22.54,25.14,421.8,845.6,0.0042465196948245,0
201,02.02.2015,22.525,25.1,426.0,834.25,0.00423582915169482,0
202,02.02.2015,22.5,25.04,421.8,826.4,0.00421917771792251,0
203,02.02.2015,22.5,25.0,419.0,819.6,0.004212392172552679,0
204,02.02.2015,22.5,25.0,419.0,829.6,0.004212392172552679,0
205,02.02.2015,22.5,25.0,419.0,824.0,0.004212392172552679,0
206,02.02.2015,22.5,24.912,419.0,814.2,0.0041974644903524,0
207,02.02.2015,22.5,24.89,419.0,813.5,0.0041937326810038,0
208,02.02.2015,22.5,24.89,419.0,813.8,0.0041937326810038,0
209,02.02.2015,22.5,24.89,419.0,811.0,0.0041937326810038,0
210,02.02.2015,22.478,24.87,419.0,804.6,0.00418470411108146,0
211,02.02.2015,22.456,24.83,419.0,807.8,0.004172308180643121,0
212,02.02.2015,22.5,24.856666666666694,419.0,802.333333333333,0.00418807850916583,0
213,02.02.2015,22.4175,24.7475,419.0,796.75,0.00414856636550583,0
214,02.02.2015,22.456,24.81,419.0,794.4,0.00416892495641864,0
215,02.02.2015,22.39,24.7,419.0,790.6,0.00413358648459168,0
216,02.02.2015,22.4175,24.7225,419.0,789.75,0.0041443475474366,0
217,02.02.2015,22.39,24.7,419.0,782.2,0.00413358648459168,0
218,02.02.2015,22.39,24.7225,419.0,772.25,0.00413737694389585,1
219,02.02.2015,22.39,24.717083333333306,419.0,772.925,0.00413646442172095,1
220,02.02.2015,22.39,24.711666666666694,419.0,773.6,0.00413555190220584,1
221,02.02.2015,22.39,24.625,419.0,773.75,0.00412095195168535,1
222,02.02.2015,22.39,24.754,416.2,771.8,0.00414268366402263,1
223,02.02.2015,22.39,24.912,418.6,782.8,0.004169302855517271,1
224,02.02.2015,22.39,25.245,415.0,796.5,0.00422541274126769,1
225,02.02.2015,22.39,25.0925,310.25,809.0,0.00419971552453032,1
226,02.02.2015,22.39,25.0,0.0,805.5,0.0041841297156888,0
227,02.02.2015,22.35,24.978,0.0,791.4,0.00417019632275524,0
228,02.02.2015,22.323333333333306,25.0,0.0,779.333333333333,0.00416708241580403,0
229,02.02.2015,22.365,24.9725,0.0,780.75,0.00417310345378263,0
230,02.02.2015,22.315,24.89,0.0,781.75,0.004146507840838179,0
231,02.02.2015,22.29,24.9175,0.0,781.0,0.00414476697940617,0
232,02.02.2015,22.29,24.912,0.0,778.4,0.00414384601663705,0
233,02.02.2015,22.26,24.856666666666694,0.0,769.333333333333,0.00412698756337495,0
234,02.02.2015,22.254,24.85,0.0,766.5,0.0041243566010876,0
235,02.02.2015,22.23,24.7933333333333,0.0,763.25,0.00410884135392114,0
236,02.02.2015,22.26,24.823333333333306,0.0,762.333333333333,0.004121416511640589,0
237,02.02.2015,22.2,24.79,0.0,761.5,0.00410073726963565,0
238,02.02.2015,22.2,24.79,0.0,761.0,0.00410073726963565,0
239,02.02.2015,22.2,24.736,0.0,757.0,0.0040917458809511895,0
240,02.02.2015,22.2,24.79,0.0,752.333333333333,0.00410073726963565,0
241,02.02.2015,22.1333333333333,24.7,0.0,748.666666666667,0.004069083657579011,0
242,02.02.2015,22.1,24.7,0.0,746.25,0.00406077210033269,0
243,02.02.2015,22.15,24.7225,0.0,745.25,0.00407697982248635,0
244,02.02.2015,22.1,24.7,0.0,740.666666666667,0.00406077210033269,0
245,02.02.2015,22.1,24.7,0.0,738.0,0.00406077210033269,0
246,02.02.2015,22.1333333333333,24.7,0.0,732.666666666667,0.004069083657579011,0
247,02.02.2015,22.1,24.7,0.0,727.0,0.00406077210033269,0
248,02.02.2015,22.1,24.675,0.0,716.0,0.00405663520140821,0
249,02.02.2015,22.0666666666667,24.6666666666667,0.0,723.25,0.00404697099901821,0
250,02.02.2015,22.0666666666667,24.6666666666667,0.0,718.333333333333,0.00404697099901821,0
251,02.02.2015,22.0,24.58,0.0,716.6,0.00401619278733235,0
252,02.02.2015,21.978,24.6,0.0,714.0,0.0040140562223397,0
253,02.02.2015,21.978,24.56,0.0,714.2,0.00400748724931948,0
254,02.02.2015,21.945,24.6,0.0,715.0,0.00400593001937022,0
255,02.02.2015,21.926666666666694,24.5,0.0,706.666666666667,0.00398505157493118,0
256,02.02.2015,21.89,24.5,0.0,706.0,0.00397608547610517,0
257,02.02.2015,21.89,24.525,0.0,698.75,0.003980168668337221,0
258,02.02.2015,21.89,24.5,0.0,692.5,0.00397608547610517,0
259,02.02.2015,21.89,24.5,0.0,694.75,0.00397608547610517,0
260,02.02.2015,21.815,24.4175,0.0,697.25,0.00394438928261232,0
261,02.02.2015,21.823333333333306,24.463333333333306,0.0,692.0,0.0039538650728109396,0
262,02.02.2015,21.79,24.39,0.0,691.0,0.003933868137960921,0
263,02.02.2015,21.79,24.39,0.0,689.75,0.003933868137960921,0
264,02.02.2015,21.79,24.39,0.0,689.0,0.003933868137960921,0
265,02.02.2015,21.7675,24.39,0.0,687.0,0.00392842953743671,0
266,02.02.2015,21.7675,24.365,0.0,679.75,0.00392437745140477,0
267,02.02.2015,21.754,24.35,0.0,668.4,0.00391869166016661,0
268,02.02.2015,21.7,24.29,0.0,665.666666666667,0.0038960130145852295,0
269,02.02.2015,21.7,24.29,0.0,664.75,0.0038960130145852295,0
270,02.02.2015,21.7,24.29,0.0,668.0,0.0038960130145852295,0
271,02.02.2015,21.7,24.29,0.0,661.25,0.0038960130145852295,0
272,02.02.2015,21.64,24.236,0.0,658.2,0.0038729719939613297,0
273,02.02.2015,21.6,24.2,0.0,656.0,0.0038576731827532,0
274,02.02.2015,21.6,24.2,0.0,654.8,0.0038576731827532,0
275,02.02.2015,21.6,24.2225,0.0,653.75,0.003861282127931,0
276,02.02.2015,21.5,24.26,0.0,650.333333333333,0.0038435524030295295,0
277,02.02.2015,21.5,24.2,0.0,650.75,0.0038339879085467,0
278,02.02.2015,21.55,24.2,0.0,648.25,0.0038458144762779202,0
279,02.02.2015,21.5,24.2,0.0,640.333333333333,0.0038339879085467,0
280,02.02.2015,21.5,24.2,0.0,638.0,0.0038339879085467,0
281,02.02.2015,21.5,24.2,0.0,636.25,0.0038339879085467,0
282,02.02.2015,21.5,24.2,0.0,636.333333333333,0.0038339879085467,0
283,02.02.2015,21.5,24.15,0.0,635.75,0.0038260177197901204,0
284,02.02.2015,21.5,24.175,0.0,635.5,0.00383000278879255,0
285,02.02.2015,21.5,24.125,0.0,627.5,0.00382203270153845,0
286,02.02.2015,21.5,24.15,0.0,626.25,0.0038260177197901204,0
287,02.02.2015,21.5,24.125,0.0,621.5,0.00382203270153845,0
288,02.02.2015,21.5,24.1,0.0,621.75,0.0038180477340365795,0
289,02.02.2015,21.5,24.1,0.0,620.666666666667,0.0038180477340365795,0
290,02.02.2015,21.5,24.1,0.0,617.0,0.0038180477340365795,0
291,02.02.2015,21.5,24.1,0.0,612.75,0.0038180477340365795,0
292,02.02.2015,21.4725,24.075,0.0,614.5,0.0038076058153611297,0
293,02.02.2015,21.39,24.0,0.0,617.333333333333,0.00377641938611092,0
294,02.02.2015,21.426666666666698,23.926666666666694,0.0,614.25,0.00377333000182496,0
295,02.02.2015,21.39,23.9725,0.0,610.75,0.0037720659972821204,0
296,02.02.2015,21.39,23.9175,0.0,603.0,0.00376335940133541,0
297,02.02.2015,21.39,23.945,0.0,603.5,0.00376771266902404,0
298,02.02.2015,21.365,23.89,0.0,602.0,0.0037532161493875798,0
299,02.02.2015,21.323333333333302,24.0,0.0,605.666666666667,0.00376092485713894,0
300,02.02.2015,21.34,23.9725,0.0,604.5,0.0037604533217008,0
301,02.02.2015,21.315,23.9725,0.0,599.0,0.0037546588075488703,0
302,02.02.2015,21.356666666666698,24.0,0.0,600.0,0.0037686651040406602,0
303,02.02.2015,21.39,23.9725,0.0,596.5,0.0037720659972821204,0
304,02.02.2015,21.315,23.89,0.0,597.5,0.00374165963273266,0
305,02.02.2015,21.29,23.945,0.0,594.0,0.00374454576336437,0
306,02.02.2015,21.29,23.9725,0.0,590.5,0.00374887216352344,0
307,02.02.2015,21.29,23.89,0.0,586.666666666667,0.00373589314251898,0
308,02.02.2015,21.29,23.926666666666694,0.0,588.0,0.00374166152982765,0
309,02.02.2015,21.29,23.89,0.0,585.5,0.00373589314251898,0
310,02.02.2015,21.29,23.89,0.0,584.5,0.00373589314251898,0
311,02.02.2015,21.254,23.85,0.0,587.2,0.0037213245372262798,0
312,02.02.2015,21.23,23.823333333333306,0.0,585.0,0.00371163679525134,0
313,02.02.2015,21.218000000000004,23.81,0.0,579.4,0.00370680031023175,0
314,02.02.2015,21.2,23.79,0.0,579.333333333333,0.00369955480346118,0
315,02.02.2015,21.2,23.79,0.0,581.6,0.00369955480346118,0
316,02.02.2015,21.2,23.79,0.0,581.666666666667,0.00369955480346118,0
317,02.02.2015,21.2,23.79,0.0,577.5,0.00369955480346118,0
318,02.02.2015,21.2,23.79,0.0,577.333333333333,0.00369955480346118,0
319,02.02.2015,21.2,23.7675,0.0,574.25,0.0036960350636578796,0
320,02.02.2015,21.2,23.745,0.0,569.0,0.00369251536345345,0
321,02.02.2015,21.2,23.76,0.0,565.333333333333,0.00369486182585656,0
322,02.02.2015,21.2,23.7,0.0,561.4,0.0036854760818385295,0
323,02.02.2015,21.2,23.79,0.0,567.333333333333,0.00369955480346118,0
324,02.02.2015,21.175,23.7,0.0,565.333333333333,0.0036797916635987102,0
325,02.02.2015,21.1666666666667,23.7,0.0,563.5,0.0036778985751948602,0
326,02.02.2015,21.125,23.675,0.0,559.0,0.00366455353347419,0
327,02.02.2015,21.1,23.65,0.0,559.5,0.00365501193599322,0
328,02.02.2015,21.125,23.65,0.0,550.5,0.0036606611147234213,0
329,02.02.2015,21.1,23.6,0.0,553.0,0.00364723932725151,0
330,02.02.2015,21.1333333333333,23.6,0.0,552.0,0.00365475715962219,0
331,02.02.2015,21.1,23.6,0.0,553.25,0.00364723932725151,0
332,02.02.2015,21.1,23.6,0.0,545.75,0.00364723932725151,0
333,02.02.2015,21.1,23.6,0.0,548.0,0.00364723932725151,0
334,02.02.2015,21.1,23.6,0.0,547.0,0.00364723932725151,0
335,02.02.2015,21.1,23.575,0.0,545.75,0.00364335309530045,0
336,02.02.2015,21.1,23.533333333333307,0.0,544.0,0.00363687614933414,0
337,02.02.2015,21.1,23.4725,0.0,545.5,0.00362742004904475,0
338,02.02.2015,21.1,23.4725,0.0,547.0,0.00362742004904475,0
339,02.02.2015,21.1,23.5,0.0,545.25,0.00363169468911561,0
340,02.02.2015,21.1,23.5,0.0,541.25,0.00363169468911561,0
341,02.02.2015,21.125,23.5,0.0,540.75,0.00363730761924146,0
342,02.02.2015,21.1,23.5,0.0,533.333333333333,0.00363169468911561,0
343,02.02.2015,21.1333333333333,23.5,0.0,528.0,0.00363918029389709,0
344,02.02.2015,21.1,23.3925,0.0,537.75,0.0036149850646024296,0
345,02.02.2015,21.1,23.4725,0.0,539.5,0.00362742004904475,0
346,02.02.2015,21.1,23.5,0.0,535.25,0.00363169468911561,0
347,02.02.2015,21.1,23.5,0.0,537.25,0.00363169468911561,0
348,02.02.2015,21.1,23.5,0.0,535.25,0.00363169468911561,0
349,02.02.2015,21.1,23.5,0.0,533.4,0.00363169468911561,0
350,02.02.2015,21.1,23.5,0.0,524.5,0.00363169468911561,0
351,02.02.2015,21.1,23.434,0.0,524.8,0.0036214356510786295,0
352,02.02.2015,21.1,23.39,0.0,522.666666666667,0.00361459647930365,0
353,02.02.2015,21.1,23.39,0.0,521.0,0.00361459647930365,0
354,02.02.2015,21.125,23.39,0.0,519.75,0.00362018283054654,0
355,02.02.2015,21.1,23.39,0.0,523.0,0.00361459647930365,0
356,02.02.2015,21.1,23.39,0.0,523.0,0.00361459647930365,0
357,02.02.2015,21.1,23.39,0.0,519.0,0.00361459647930365,0
358,02.02.2015,21.1,23.365,0.0,519.5,0.0036107106528653695,0
359,02.02.2015,21.1,23.39,0.0,519.75,0.00361459647930365,0
360,02.02.2015,21.1,23.365,0.0,520.0,0.0036107106528653695,0
361,02.02.2015,21.1,23.33,0.0,524.6,0.0036052705769470212,0
362,02.02.2015,21.075,23.315,0.0,520.25,0.00359737848607855,0
363,02.02.2015,21.075,23.34,0.0,519.0,0.00360125818434467,0
364,02.02.2015,21.1,23.29,0.0,523.2,0.003599053463173529,0
365,02.02.2015,21.033333333333303,23.29,0.0,517.666666666667,0.00358425790846352,0
366,02.02.2015,21.02,23.29,0.0,514.2,0.00358130523727,0
